index,time,code,open,close,high,low,volumn,money,factor,high_limit,low_limit,avg,pre_close,paused,open_interest
,2005-01-04,688177.XSHG,,,,,,,,,,,,,
,2005-01-05,688177.XSHG,,,,,,,,,,,,,
,2005-01-06,688177.XSHG,,,,,,,,,,,,,
,2005-01-07,688177.XSHG,,,,,,,,,,,,,
,2005-01-10,688177.XSHG,,,,,,,,,,,,,
,2005-01-11,688177.XSHG,,,,,,,,,,,,,
,2005-01-12,688177.XSHG,,,,,,,,,,,,,
,2005-01-13,688177.XSHG,,,,,,,,,,,,,
,2005-01-14,688177.XSHG,,,,,,,,,,,,,
,2005-01-17,688177.XSHG,,,,,,,,,,,,,
,2005-01-18,688177.XSHG,,,,,,,,,,,,,
,2005-01-19,688177.XSHG,,,,,,,,,,,,,
,2005-01-20,688177.XSHG,,,,,,,,,,,,,
,2005-01-21,688177.XSHG,,,,,,,,,,,,,
,2005-01-24,688177.XSHG,,,,,,,,,,,,,
,2005-01-25,688177.XSHG,,,,,,,,,,,,,
,2005-01-26,688177.XSHG,,,,,,,,,,,,,
,2005-01-27,688177.XSHG,,,,,,,,,,,,,
,2005-01-28,688177.XSHG,,,,,,,,,,,,,
,2005-01-31,688177.XSHG,,,,,,,,,,,,,
,2005-02-01,688177.XSHG,,,,,,,,,,,,,
,2005-02-02,688177.XSHG,,,,,,,,,,,,,
,2005-02-03,688177.XSHG,,,,,,,,,,,,,
,2005-02-04,688177.XSHG,,,,,,,,,,,,,
,2005-02-16,688177.XSHG,,,,,,,,,,,,,
,2005-02-17,688177.XSHG,,,,,,,,,,,,,
,2005-02-18,688177.XSHG,,,,,,,,,,,,,
,2005-02-21,688177.XSHG,,,,,,,,,,,,,
,2005-02-22,688177.XSHG,,,,,,,,,,,,,
,2005-02-23,688177.XSHG,,,,,,,,,,,,,
,2005-02-24,688177.XSHG,,,,,,,,,,,,,
,2005-02-25,688177.XSHG,,,,,,,,,,,,,
,2005-02-28,688177.XSHG,,,,,,,,,,,,,
,2005-03-01,688177.XSHG,,,,,,,,,,,,,
,2005-03-02,688177.XSHG,,,,,,,,,,,,,
,2005-03-03,688177.XSHG,,,,,,,,,,,,,
,2005-03-04,688177.XSHG,,,,,,,,,,,,,
,2005-03-07,688177.XSHG,,,,,,,,,,,,,
,2005-03-08,688177.XSHG,,,,,,,,,,,,,
,2005-03-09,688177.XSHG,,,,,,,,,,,,,
,2005-03-10,688177.XSHG,,,,,,,,,,,,,
,2005-03-11,688177.XSHG,,,,,,,,,,,,,
,2005-03-14,688177.XSHG,,,,,,,,,,,,,
,2005-03-15,688177.XSHG,,,,,,,,,,,,,
,2005-03-16,688177.XSHG,,,,,,,,,,,,,
,2005-03-17,688177.XSHG,,,,,,,,,,,,,
,2005-03-18,688177.XSHG,,,,,,,,,,,,,
,2005-03-21,688177.XSHG,,,,,,,,,,,,,
,2005-03-22,688177.XSHG,,,,,,,,,,,,,
,2005-03-23,688177.XSHG,,,,,,,,,,,,,
,2005-03-24,688177.XSHG,,,,,,,,,,,,,
,2005-03-25,688177.XSHG,,,,,,,,,,,,,
,2005-03-28,688177.XSHG,,,,,,,,,,,,,
,2005-03-29,688177.XSHG,,,,,,,,,,,,,
,2005-03-30,688177.XSHG,,,,,,,,,,,,,
,2005-03-31,688177.XSHG,,,,,,,,,,,,,
