index,time,code,open,close,high,low,volumn,money,factor,high_limit,low_limit,avg,pre_close,paused,open_interest
,2021-04-06,300969.XSHE,,,,,,,,,,,,,
,2021-04-07,300969.XSHE,,,,,,,,,,,,,
,2021-04-08,300969.XSHE,,,,,,,,,,,,,
,2021-04-09,300969.XSHE,,,,,,,,,,,,,
,2021-04-12,300969.XSHE,70.0,57.26,57.19,70.0,11304888.0,734133727.24,,,,,,,
,2021-04-13,300969.XSHE,50.0,50.2,48.5,53.54,7821164.0,395448779.43,,,,,,,
,2021-04-14,300969.XSHE,49.31,50.5,47.27,50.78,6542725.0,318516456.94,,,,,,,
,2021-04-15,300969.XSHE,49.3,49.62,47.56,52.47,6686890.0,335544911.58,,,,,,,
,2021-04-16,300969.XSHE,49.88,46.88,46.77,50.47,5774620.0,277368848.56,,,,,,,
,2021-04-19,300969.XSHE,45.53,47.71,45.04,49.43,5647579.0,265150912.29,,,,,,,
,2021-04-20,300969.XSHE,46.99,44.78,44.78,47.67,4947063.0,227141092.21,,,,,,,
,2021-04-21,300969.XSHE,44.51,41.88,41.82,44.55,3917052.0,167439329.89,,,,,,,
,2021-04-22,300969.XSHE,41.88,42.43,41.7,42.86,2279422.0,96434484.76,,,,,,,
,2021-04-23,300969.XSHE,42.36,40.83,40.82,42.82,2501060.0,104331955.96,,,,,,,
,2021-04-26,300969.XSHE,40.7,41.26,40.05,41.47,2125991.0,86873538.48,,,,,,,
,2021-04-27,300969.XSHE,41.57,42.0,41.57,43.29,2725385.0,115305104.71,,,,,,,
,2021-04-28,300969.XSHE,42.0,43.29,40.27,43.63,3318708.0,140705823.52,,,,,,,
,2021-04-29,300969.XSHE,42.38,40.96,40.89,42.91,2743962.0,114759804.5,,,,,,,
,2021-04-30,300969.XSHE,41.04,39.42,39.4,41.28,2040056.0,81984571.43,,,,,,,
,2021-05-06,300969.XSHE,39.3,39.74,39.3,40.69,1359851.0,54365490.14,,,,,,,
,2021-05-07,300969.XSHE,39.61,39.98,39.42,40.18,1331538.0,53081490.92,,,,,,,
,2021-05-10,300969.XSHE,40.0,40.75,39.62,41.15,1811078.0,73686144.49,,,,,,,
,2021-05-11,300969.XSHE,40.35,41.03,39.82,41.12,1676567.0,68288346.96,,,,,,,
,2021-05-12,300969.XSHE,40.6,42.79,40.5,43.5,3595667.0,153124286.17,,,,,,,
,2021-05-13,300969.XSHE,42.06,40.6,40.6,42.28,2619853.0,108578980.71,,,,,,,
,2021-05-14,300969.XSHE,40.51,40.5,40.01,40.98,1431322.0,58132175.36,,,,,,,
,2021-05-17,300969.XSHE,40.78,40.0,39.86,40.79,1447467.0,58027719.29,,,,,,,
,2021-05-18,300969.XSHE,40.0,40.24,39.85,40.32,973729.0,39049753.8,,,,,,,
,2021-05-19,300969.XSHE,40.0,40.79,39.91,40.92,1518722.0,61550281.08,,,,,,,
,2021-05-20,300969.XSHE,40.7,39.85,39.81,40.84,1428914.0,57381219.98,,,,,,,
,2021-05-21,300969.XSHE,39.9,40.15,39.9,40.78,1202357.0,48457383.04,,,,,,,
,2021-05-24,300969.XSHE,40.01,41.38,39.99,41.48,2183845.0,89587080.96,,,,,,,
,2021-05-25,300969.XSHE,41.36,41.39,40.6,41.88,1927067.0,79399216.49,,,,,,,
,2021-05-26,300969.XSHE,41.28,41.66,41.04,41.9,1741129.0,72252151.09,,,,,,,
,2021-05-27,300969.XSHE,41.78,41.11,41.0,42.3,1980030.0,82164711.83,,,,,,,
,2021-05-28,300969.XSHE,40.96,40.24,40.22,41.1,1411897.0,57329956.4,,,,,,,
,2021-05-31,300969.XSHE,40.4,40.61,40.04,40.63,1056985.0,42692142.12,,,,,,,
,2021-06-01,300969.XSHE,40.36,40.83,40.26,41.15,1198195.0,48763611.34,,,,,,,
,2021-06-02,300969.XSHE,40.83,41.5,40.83,42.3,2812898.0,117093551.58,,,,,,,
,2021-06-03,300969.XSHE,41.38,41.89,41.0,41.99,2370702.0,98340900.23,,,,,,,
,2021-06-04,300969.XSHE,42.15,41.54,41.24,42.4,1768532.0,73854484.62,,,,,,,
,2021-06-07,300969.XSHE,41.04,40.7,40.51,41.31,1296346.0,52759828.85,,,,,,,
,2021-06-08,300969.XSHE,40.93,40.35,40.21,41.09,1128467.0,45725744.96,,,,,,,
,2021-06-09,300969.XSHE,40.5,40.2,40.07,40.6,877150.0,35289403.16,,,,,,,
,2021-06-10,300969.XSHE,40.1,40.15,40.03,40.39,809500.0,32523721.0,,,,,,,
,2021-06-11,300969.XSHE,40.21,40.99,40.09,41.17,1635765.0,66539629.67,,,,,,,
,2021-06-15,300969.XSHE,41.0,39.98,39.88,41.48,1496088.0,60453630.31,,,,,,,
,2021-06-16,300969.XSHE,39.5,37.81,37.78,40.3,1728500.0,66778164.62,,,,,,,
,2021-06-17,300969.XSHE,37.8,37.1,37.0,38.2,1395669.0,52280001.16,,,,,,,
,2021-06-18,300969.XSHE,37.26,37.65,36.81,37.82,1053483.0,39294788.49,,,,,,,
,2021-06-21,300969.XSHE,38.07,38.33,38.07,38.99,1205757.0,46446874.45,,,,,,,
,2021-06-22,300969.XSHE,38.71,38.42,38.1,38.78,914257.0,35100336.25,,,,,,,
,2021-06-23,300969.XSHE,38.56,38.38,38.11,38.61,713200.0,27333570.0,,,,,,,
,2021-06-24,300969.XSHE,38.4,37.81,37.69,38.67,972667.0,36970158.91,,,,,,,
,2021-06-25,300969.XSHE,37.39,38.11,37.39,38.28,711203.0,27071081.99,,,,,,,
,2021-06-28,300969.XSHE,38.1,37.97,37.8,38.35,666301.0,25330028.81,,,,,,,
,2021-06-29,300969.XSHE,37.81,37.68,37.52,38.2,687140.0,25984848.08,,,,,,,
,2021-06-30,300969.XSHE,37.85,37.56,37.32,37.85,602600.0,22613649.0,,,,,,,
,2021-07-01,300969.XSHE,37.58,36.74,36.51,37.66,803500.0,29877738.6,,,,,,,
,2021-07-02,300969.XSHE,36.6,36.12,36.01,37.0,760900.0,27706408.0,,,,,,,
,2021-07-05,300969.XSHE,36.09,36.25,35.91,36.3,646500.0,23352779.0,,,,,,,
,2021-07-06,300969.XSHE,36.44,37.04,36.04,37.14,798055.0,29046861.85,,,,,,,
,2021-07-07,300969.XSHE,36.94,37.62,36.62,37.85,1054795.0,39377816.73,,,,,,,
,2021-07-08,300969.XSHE,38.05,37.44,37.39,38.39,1095780.0,41394062.16,,,,,,,
,2021-07-09,300969.XSHE,36.81,37.2,36.55,37.2,685581.0,25280656.02,,,,,,,
,2021-07-12,300969.XSHE,37.4,37.17,37.03,37.42,602000.0,22395227.0,,,,,,,
,2021-07-13,300969.XSHE,37.13,37.06,36.58,37.17,620900.0,22900859.0,,,,,,,
,2021-07-14,300969.XSHE,37.06,36.43,36.4,37.14,651800.0,23881698.0,,,,,,,
,2021-07-15,300969.XSHE,36.6,35.58,35.4,36.6,799800.0,28615487.0,,,,,,,
,2021-07-16,300969.XSHE,35.7,35.45,35.4,35.7,588231.0,20870177.12,,,,,,,
